Level3	G6R1_MAIN_09MAY2016_LD1	G6R1_NF_09MAY2016_LD1	G6R2_MAIN_09MAY2016_LD1	G6R2_NF_09MAY2016_LD1	G6R3_MAIN_09MAY2016_LD1	G6R3_NF_09MAY2016_LD1	G6R4_MAIN_09MAY2016_LD1	G6R4_NF_09MAY2016_LD1	G6R1_MAIN_31MAY2016_LD1	G6R1_NF_31MAY2016_LD1	G6R2_MAIN_31MAY2016_LD1	G6R2_NF_31MAY2016_LD1	G6R3_MAIN_31MAY2016_LD1	G6R3_NF_31MAY2016_LD1	G6R4_MAIN_31MAY2016_LD1	G6R4_NF_31MAY2016_LD1	G6R1_MAIN_20JUN2016_LD1	G6R1_NF_20JUN2016_LD1	G6R2_MAIN_20JUN2016_LD1	G6R2_NF_20JUN2016_LD1	G6R3_MAIN_20JUN2016_LD1	G6R3_NF_20JUN2016_LD1	G6R4_MAIN_20JUN2016_LD1	G6R4_NF_20JUN2016_LD1	G6R1_MAIN_12JUL2016_LD1	G6R1_NF_12JUL2016_LD1	G6R2_MAIN_12JUL2016_LD1	G6R2_NF_12JUL2016_LD1	G6R3_MAIN_12JUL2016_LD1	G6R3_NF_12JUL2016_LD1	G6R4_MAIN_12JUL2016_LD1	G6R4_NF_12JUL2016_LD1	G6R1_MAIN_01AUG2016_LD1	G6R1_NF_01AUG2016_LD1	G6R2_MAIN_01AUG2016_LD1	G6R2_NF_01AUG2016_LD1	G6R3_MAIN_01AUG2016_LD1	G6R3_NF_01AUG2016_LD1	G6R4_MAIN_01AUG2016_LD1	G6R4_NF_01AUG2016_LD1	G6R1_MAIN_22AUG2016_LD1	G6R1_NF_22AUG2016_LD1	G6R2_MAIN_22AUG2016_LD1	G6R2_NF_22AUG2016_LD1	G6R3_MAIN_22AUG2016_LD1	G6R3_NF_22AUG2016_LD1	G6R4_MAIN_22AUG2016_LD1	G6R4_NF_22AUG2016_LD1	G6R1_MAIN_12SEP2016_LD1	G6R1_NF_12SEP2016_LD1	G6R2_MAIN_12SEP2016_LD1	G6R2_NF_12SEP2016_LD1	G6R3_MAIN_12SEP2016_LD1	G6R3_NF_12SEP2016_LD1	G6R4_MAIN_12SEP2016_LD1	G6R4_NF_12SEP2016_LD1	G6R1_MAIN_03OCT2016_LD1	G6R1_NF_03OCT2016_LD1	G6R2_MAIN_03OCT2016_LD1	G6R2_NF_03OCT2016_LD1	G6R3_MAIN_03OCT2016_LD1	G6R3_NF_03OCT2016_LD1	G6R4_MAIN_03OCT2016_LD1	G6R4_NF_03OCT2016_LD1	G6R1_MAIN_07NOV2016_LD1	G6R1_NF_07NOV2016_LD1	G6R2_MAIN_07NOV2016_LD1	G6R2_NF_07NOV2016_LD1	G6R3_MAIN_07NOV2016_LD1	G6R3_NF_07NOV2016_LD1	G6R4_MAIN_07NOV2016_LD1	G6R4_NF_07NOV2016_LD1
Ethylbenzene degradation	19.091002160615524	0.0	0.0	0.0	0.0	0.0	19.451046813030924	0.0	19.49191642029991	20.224201969265124	19.67090661851274	0.0	20.278543007109864	20.395058107891547	19.53996045356451	18.768904507152854	19.39568472645294	20.361215811563397	19.10914885817205	18.239953675321075	18.870643217657896	17.349508666310207	17.10560220428522	17.441493195037083	20.031856730180262	19.018580669261723	20.3314185337118	20.333266442612956	19.68688969550757	17.784361347565874	18.9445909911796	18.027813579476938	16.44743238151777	17.594399891194954	17.235135102077194	17.549863330769174	16.898504966987563	15.751833573322832	17.116068697777447	16.691929218472985	16.723364550669736	17.181431066127608	16.651653662311695	16.461284541094393	16.981378106842744	16.089752972501625	16.483070485353817	16.96014487404578	16.288987161750242	16.133361187252603	16.287980728497473	16.392231328234242	15.818710373337689	16.472119501719966	15.877530202073183	16.275502999684758	16.824088424918273	16.356810350205627	15.87571071748886	16.249281847995892	16.6307671815766	16.24864832271821	16.02947088123809	15.614241082234509	15.586391403447974	15.512123031634728	15.331630103795737	15.215084367912107	15.181867931083532	0.0	15.39879235041758	15.535237353731622
Fanconi anemia pathway	0.0	0.0	0.0	0.0	0.0	0.0	15.996072318233624	0.0	0.0	16.3257376253365	0.0	0.0	0.0	0.0	0.0	17.268379089605094	16.20393319326738	0.0	0.0	0.0	0.0	0.0	0.0	15.69412028192941	16.59506885193546	0.0	0.0	0.0	0.0	0.0	16.40171344652562	17.938495065088954	0.0	0.0	0.0	0.0	0.0	0.0	15.11084839132093	16.54776945224544	0.0	0.0	16.360420784425536	0.0	0.0	0.0	16.92063602623592	0.0	15.234956839571206	0.0	17.353451675053005	18.378798361729444	17.366278144380054	18.046749751034813	18.50789151801208	17.373248534502398	18.084787209041917	17.067656797431138	16.397178918753852	16.40509139030826	17.35165481537901	17.043030514623073	16.59430703054001	16.755575860147	15.363681212627098	15.247627714769097	14.417733638052699	14.555831535239088	14.065712353973334	0.0	14.639092980819047	14.068959775341611
Fatty acid biosynthesis	18.53887759724579	0.0	22.633910703844712	19.233167039839902	19.552183059246804	0.0	17.498171008874532	19.129627472487623	19.177321380894597	19.506734808140276	19.286020522390675	20.136794196189364	18.174634099465464	18.77350281522558	18.906405839055328	18.347348600239727	18.774605205289546	19.12472962755218	18.085438400611757	17.52812316003795	18.405002758873856	17.777557303385063	16.762979038297246	16.805608387163574	18.84425697688963	18.72185714836422	18.780024896843585	19.63182452113148	18.71133015375463	17.33946921767145	17.95635843907539	17.19653242048232	16.663343198369564	16.86937725738603	16.36530492985496	16.426172855396427	16.679577609840283	15.143515171682647	16.0111271220814	15.659059027163156	15.64419651109374	15.53517195213882	15.445836038809258	15.569506744292784	15.926579455738679	15.407432844057126	15.307625909839697	15.616309870760935	15.441380432010682	15.385335543932957	15.519998573657722	15.724272693029405	15.1556443059125	15.395759952148026	15.113073497344415	15.615249631934025	16.028859641877027	15.653213648798282	15.098353098752598	15.561698863053323	15.706576929735316	15.917794427717563	15.032199519965486	14.908745148980529	14.685903150873797	14.729040258610285	14.57655441006616	14.431900335153607	14.561907551379417	0.0	14.672932971053996	14.506947891586995
Fatty acid degradation	18.319067492976316	0.0	21.18475043768845	18.56359975725726	20.085336363805528	0.0	17.147840757739157	21.961911300026728	19.7161529503758	20.444960126208045	22.787184450637948	18.945930962620068	18.544255482307467	18.932375122044533	17.7055757053254	18.042721011010737	18.22788310850296	19.149948688244237	17.905059018247616	17.565872090306964	17.565219124700448	18.10663278252014	16.117934922044366	16.88344812168561	18.246446642527758	19.179532640083856	18.265240377611924	20.045864884655877	19.907895023094067	17.57725880544752	17.228769662448347	17.26006642896584	16.688383905923658	17.04180096115473	16.641538825665652	16.743137971009286	16.942781792175257	15.29729072167151	15.96956312897298	15.709200719498444	16.007771024633808	16.374691803365565	15.768999319408886	15.93945643142787	16.14112298982814	15.668078456964771	15.725263420227147	16.084961771305935	15.750554852259015	15.571426247465446	15.809132325113215	16.017842141511117	15.495855650613947	15.709332783903617	15.464015591849384	15.65769774810422	16.183723198069963	15.842137512923633	15.45154468314538	15.677459132293965	15.814849184567557	16.349329929158124	15.376051340194696	15.133478562582653	14.888043615581907	14.917241643477494	14.602283792281565	14.411796034515497	14.453646741060838	0.0	14.657497198698143	14.455783737410867
Fatty acid metabolism	16.67702558519623	0.0	0.0	0.0	17.74187631291163	0.0	16.203748737047942	17.275608111244722	17.84106249355306	18.649334110645988	0.0	0.0	17.877301298687335	18.45937681312429	17.01328642600305	0.0	17.221592148347096	18.855376895820314	18.19007149797231	17.26311709923394	17.30400358590102	18.022518257756232	16.398101110168408	16.24071159142719	18.087762327928687	17.72669578616471	17.625862293525035	19.75406689644012	0.0	16.112656193286387	17.199989025819896	17.033480163026404	16.26486502602994	16.17678448474949	15.803091233336316	15.882663344679841	16.06227594625268	14.580012248926337	15.523908000904811	15.262119816456405	14.643458258028849	14.847563744989833	14.844185784574051	14.979878127636121	15.303330034413989	14.694157886219665	14.69159221257435	14.965398808808402	14.853307649945373	14.646861689561895	14.953734088574565	15.060045688775432	14.58964830396202	14.644075246754047	14.391630374392923	15.28451649326851	15.040417747626973	14.99397909879936	14.47546954093241	14.709448735374524	14.94226216193566	15.298458153330236	14.562115008971531	14.267529695992662	14.127524859153684	13.987403531508136	13.964006668834802	13.854779172240272	13.917020934677126	0.0	14.007090284432545	13.842160078625392
Fluorobenzoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.762513845478924	23.336250137189218	19.47070681981421	17.071524262097412	16.922874768554795	0.0	16.806781435120687	16.42113405176157	17.957045201872504	17.67925867286009	16.122598448810066	15.843209689340904	16.957913758821483	0.0	19.3626468723179	20.402732864091362	0.0	16.186672481776675	18.985212510805123	16.378202961990237	15.799564368194346	16.261903022659908	16.288903634649362	16.392502301323738	15.390175725135094	13.599760406041453	15.408016157615238	14.380528214026443	15.761470588265057	15.579297931892215	15.792121894105081	15.486542291882094	16.855652700571714	15.051591196524424	15.66129399443252	15.849743358194598	15.519048077505577	15.583211534417291	15.699427207912423	16.032220591137836	15.346592751084595	16.191780996143123	15.258756257847246	15.856022200961805	16.207289440424628	16.138093205952938	16.125756207049264	16.320199282741388	16.449774357831604	16.38249292501526	15.834171771367364	15.196594676777433	15.220525315675731	15.536711275369628	15.479505825945294	14.812555679033915	15.23334440262003	0.0	15.187638010213531	15.36068691820778
Folate biosynthesis	21.090506453379554	0.0	19.82242090389685	20.104073777797005	19.36288123030648	0.0	17.690321119167578	20.724275082726944	18.133663525821696	20.574070981988644	0.0	23.233631915883084	18.374090682010227	19.418360179032117	19.15734225533539	17.615518928743374	20.244628663805287	21.753268624448054	17.902720520533453	17.354538126981584	19.552779109032656	17.20515729467189	16.667612409358426	16.399477635333984	17.838972883275453	0.0	19.963707444153545	19.310960952511667	17.79875936715004	16.764441668507086	17.68504900846583	17.065344380799036	16.076615047709236	16.59587627590858	15.89215935229027	16.259892789406347	16.00699318480858	14.998409617213632	16.219244686181565	15.580688643634689	15.441058905340707	15.257888718463784	15.18884978564	15.255185746420528	15.57203195065227	15.223429747536139	15.355316679165382	15.512406795156894	15.259964050834391	15.18802041979818	15.318222036689106	15.496061358458517	15.080068866697571	15.363488966705164	14.966522499979995	15.32327567871165	16.14193516932608	15.811669258740238	15.357423964829742	15.480026992498548	15.735645087753385	15.928227668262362	15.080162566295476	14.79504242503715	14.62355000560103	14.680100452916799	14.372117455862998	14.257831288640132	14.45343391125813	0.0	14.512078579463772	14.328132026240107
Fructose and mannose metabolism	18.129957556204435	0.0	21.635097312707295	19.025537489531807	20.43372486264493	0.0	17.47352180048673	0.0	19.22813557200296	19.309694436790444	20.550144928603025	20.53045707186412	18.06569756442589	18.56844437551769	17.723327516737463	16.527090870231152	18.751879195896198	19.98854449846211	17.39947522381203	17.514925511989986	18.45918897127256	17.957894428376846	15.95976546350358	16.689646758456085	19.159440668677366	18.61836412102854	18.821580529556613	19.104674912662716	18.260930242246484	16.834260629067476	17.396898607829783	16.681391636545293	16.653258536387018	16.828016327103963	16.21796346247419	16.570645206598904	16.440079693458106	15.468463260993953	16.147314246907374	15.459261797101433	16.120956399161106	16.388465112682923	15.989512476187526	16.08503656234124	16.41121579607605	15.842701307071328	15.801516048395126	16.22869419846447	15.544886339669153	16.11421774280867	15.974276547198759	16.300913052360293	15.69766421312083	15.923131624949715	15.537716159614192	15.727456610113977	16.470893715285023	16.061741005417066	15.669583584246725	16.03318310183441	16.10834393905966	16.455567546017605	15.428981069582308	15.305794622102947	14.96921299365202	15.084620249145933	14.83368735499582	14.790465439329882	14.612911179849364	0.0	14.837217175141145	14.73868470142439
GABAergic synapse	0.0	0.0	0.0	0.0	0.0	0.0	17.94559734889835	0.0	19.80504572666335	0.0	0.0	20.06246338968466	0.0	19.574787514170055	18.29676225385136	17.699786094122835	0.0	0.0	17.214807056906764	16.73019347158493	19.358450246595787	17.06640276647911	17.44934710104242	16.76417918376185	0.0	19.292636268932636	23.49273900847581	17.8128354087328	0.0	16.863976007580796	16.54969906824703	16.626739955216784	16.745251960636736	16.439080974302417	15.849617653898283	15.279981696430038	15.783843332628836	14.869032123696927	16.29806338372181	15.220585327395519	15.527682689088182	16.51755819101393	15.635314554778283	16.101784222118876	16.23622692754929	15.203937989497827	15.482548906393907	16.046007724814935	15.41288689993533	16.105897724229703	16.125536099331544	15.686861911303806	15.49278889934521	15.608443713090328	15.136758355877106	15.827639998351465	16.22925676906546	16.059785971102094	15.628560725633484	15.872302753827116	15.992328647235608	16.23953339461132	15.165712693240579	15.146890926340769	14.985395708127824	15.06659653278791	14.501010261953697	14.538632495063736	14.57623368127208	0.0	14.814030493486237	14.705981819465139
Galactose metabolism	21.776845421342717	0.0	21.384969855414056	20.04127355262157	18.528204195366435	22.434006886397412	17.52556829582816	19.32601387881552	20.152544292315902	19.88961002519057	19.687044845014853	19.407300462093414	18.688497547775974	18.53014518382562	19.07887814723128	18.774668240503708	18.734780866666206	18.856451649612602	17.269266030686634	17.391506235066334	18.41396195615923	17.37958321025202	16.41390166416865	16.632927008330018	18.218181155290246	19.446150110893274	19.12495045514367	19.78977806696849	21.04036195068357	16.657346402862668	17.200008340506493	17.222606817983472	16.948337746494886	16.8816307898647	16.341523278261274	16.738665100226754	16.52672164221678	15.621580490791724	16.400804765008083	15.733977799087608	16.080767826212977	16.259314937145145	15.87561217633461	15.794518219958105	16.287595178187065	15.634284408624483	15.897469208253034	16.32380785343854	15.521282529214862	15.937934936738712	15.984498671326307	16.20246787825267	15.570261519237588	15.961031698428032	15.425926963873465	16.054993062102696	16.509356076676884	15.952131727603579	15.606106071352968	15.880188075761415	16.060963190022512	16.425654566487864	15.499594048423116	15.353572124247926	15.003585436384114	15.041449543582024	14.82435329970223	14.718812665548338	14.578057327235754	0.0	14.910030322750854	14.733854566277618
Geraniol degradation	20.245451657085617	0.0	0.0	0.0	0.0	0.0	18.99898739408674	19.187149270494345	18.76062736804643	20.629667077373288	18.74096645917188	18.775546218448763	20.684008115218028	19.58637230281714	18.567707685172486	18.711283326620837	17.87970654783919	18.32843509713709	18.654829471653574	17.5421148906691	18.43022405824429	17.55792110556044	16.974404540921917	17.065800836832658	19.186335884266693	19.304085061873987	19.317295903759387	20.597466131415736	19.06260347149068	17.702075786321494	18.877781163020895	17.79374265411447	17.539596535251942	17.17912087701612	16.65345466360172	16.553208207102085	16.72359324923374	14.956469646511032	16.692763291401768	15.883926035568678	16.5077364517266	16.7517859750431	16.327225671641244	16.08357356532393	16.657041107193606	16.061485957734753	16.217542045676325	16.379253954200514	15.84637073432807	15.600142317507935	15.881804739920183	16.26278865406741	15.824055158625907	15.98230007944742	15.589186062238252	16.060735417840025	16.139164876214632	15.809730762735784	15.789914532242786	15.811325123483636	16.013413120738075	16.102221154493126	15.664959951244217	15.273573925327586	15.080454266539167	15.136218885153292	15.03317699155238	14.817673385707117	14.940353114929508	0.0	15.024422147977232	15.035968662426292
Glutathione metabolism	18.467743749346305	22.372473269238178	20.505454561084967	19.982364452350307	20.592983263507715	21.714951312369532	18.000784513510474	20.32701436074524	19.20968650328659	19.493816337167814	19.00960080620313	18.90675290507824	19.11055323128859	18.317734532624357	18.405215226752855	17.388349388883242	18.203092216629784	18.75093354849884	17.61782303916502	17.105569985593153	18.344873985965936	17.533829205769106	15.717409242724214	16.482270837258252	18.906835550940286	18.82070015068493	19.06403771051395	19.241603762163034	19.020356917365582	17.596919650361347	17.40697292321909	16.599792958848777	16.09887143268814	16.534721725611153	15.997342825098594	16.212665915530735	16.510422966362455	14.928301081908392	16.012307499763065	15.403710869849512	15.582842265108333	15.564549638944438	15.238856313166567	15.393297360396925	15.6339926260035	15.185418728103384	15.24552278990666	15.46534686695868	14.968833615080019	15.176721025666394	15.260907760755009	15.530865613658642	15.113455934440106	15.21845715467625	14.835220011321942	15.23305762543281	15.438418282637095	15.441197593860073	14.93467598735396	15.197623210064146	15.387026463123087	15.657914545175437	14.875211824307547	14.538126850147147	14.5018706859259	14.44104574706298	14.235894798091735	14.234684499662366	14.3166760910732	0.0	14.41011517501085	14.286826299553493
Glycerolipid metabolism	20.05903325482347	0.0	0.0	0.0	21.80195597532316	0.0	18.624371935472272	19.63279736608819	20.83250005143347	19.656434206896286	19.011728652073913	0.0	20.432604652312346	19.509058277867386	19.798836922987697	18.40752597780641	18.73635990119562	19.37316536284128	19.28891003681214	16.715575677595908	18.111571000245338	18.620758266949764	16.271231668029728	17.506367300967856	18.423004946084486	19.218800065760668	19.579503831598302	19.385953592408967	21.622322436234768	17.8751904032402	18.394385748253963	17.860563136072305	17.087780036846297	17.569393712307185	16.731829234244994	17.05336744807009	16.559986288846492	15.0614080178662	17.038333783203427	15.75869297064446	16.538711535606573	16.79599923631023	16.14298187541445	16.234160989546915	16.131273281880226	15.907087278713435	16.07997874573768	16.504713005708364	15.988960079436898	16.098940657967095	15.662003455286095	16.46384997948616	15.683141098168806	15.787664404773986	15.50218859477474	15.87319321049797	16.12939951042019	16.062245056192378	15.48443185597935	15.797091135475265	16.130093532645834	16.11436617541271	15.273353705168272	15.0916817569961	14.923965682662244	15.01191093219494	14.670208137413786	14.807823462392998	14.686089068519554	0.0	14.677139570017893	14.805129795583197
Glycerophospholipid metabolism	20.136967187149125	0.0	21.52598427989509	18.25552565915851	0.0	0.0	17.5840531871679	19.795316295585963	21.336385468075655	21.433954239774028	20.976012614704615	0.0	19.171427064795186	20.28101454580004	17.5426273421983	17.73607462332907	18.893059896174677	19.746579886348144	18.33919384670982	16.70241826120518	18.309684296568893	18.068707418919704	15.845847141522377	16.789445275225688	18.30240747260278	19.454239168892205	18.527577314098302	20.100053806773573	20.704144357038366	17.785755618496665	18.457081424507845	17.052130135932085	16.632904124569926	17.361680321777918	16.5255090352068	16.84443390937981	16.393869433321278	14.980805600982952	15.956004739087968	15.650344598324205	15.690988313169978	16.031272402173173	15.894419762913213	15.931172373682658	16.280872721030004	15.642402945366209	15.892088361782353	16.295526708151776	15.949939335970202	15.809061769798511	15.964581930499804	16.269214122323874	15.826963787533424	15.95612074790913	15.655035772757902	15.96930169923534	16.801677106876827	16.064798509899912	15.74814463166447	16.014019885652033	16.060118266470784	16.274326615242323	15.54572688054596	15.352626015902327	15.028741797812103	15.090102036868187	14.762899053839922	14.743026620787695	14.575092978202353	0.0	14.885533503094555	14.665690766140955
Glycine, serine and threonine metabolism	18.412222114568817	22.35159654680952	0.0	19.76001317079113	21.54630097757714	22.709694844527103	17.46289825000794	18.942023293507035	18.85070163546995	19.02408417173592	19.56054730490454	20.89275978952948	19.06929231511285	18.896740930999822	18.316755642517958	18.470377604293454	18.40810631297716	19.198193994528136	17.697859389711567	17.489382376301933	17.473541198745774	17.480933887966454	16.290118445182255	16.316525459859495	18.23291679772293	18.776289063986113	18.966888581664712	19.114426578027096	18.238692813189015	17.369147184846792	17.83410528629618	17.08879829606123	16.221290171720153	16.459373599643982	15.956563093290567	16.155162754526433	16.53476451276982	15.125706713715172	16.017770675414873	15.617648593292152	15.445584536061952	15.751207576990431	15.493456530884071	15.56627428966339	15.993504107357746	15.265959805137589	15.402421488015593	15.696069969524695	15.335341187704396	15.403805003039508	15.58699030234858	15.678318504125341	15.230001100644971	15.556123490717818	15.200881673511313	15.489510378892504	16.051443236792167	15.769998430158433	15.334799319701851	15.479840715791715	15.812817135109665	15.976422352041785	15.196019564374541	15.021050588849738	14.760175126340986	14.761258660004872	14.575905604561965	14.513359528850854	14.514502573335143	0.0	14.628435355321313	14.496023942578804
Glycolysis / Gluconeogenesis	18.257331779634026	0.0	21.317244771677196	19.0962431050655	20.186600956893358	22.912608479894455	18.302860464726447	22.33930627497777	19.296823306146596	18.928846425454292	19.70469391882323	20.051333034461322	18.372421533798402	18.396724399257355	18.85961975692641	17.31962609799022	18.85272611211004	18.887625221340546	16.735508233457338	16.88271191495513	18.135244955262447	17.36373347359689	15.870414426832783	16.36003156259729	18.128340969767955	17.92116657847301	18.9263572837544	18.413556763148186	17.45620733586531	16.605457412562107	17.48301864778243	16.66449156883679	16.031145747499544	16.410298829887	15.529386525089414	15.449272893936035	16.230257092705287	14.914168605878492	15.686351573548968	14.945167577442204	15.370854004709814	15.499331037356104	15.331586931226584	15.320166197531133	15.668459473045687	15.069714068374374	15.197666172218725	15.469765195971021	15.06735613467646	15.214715072972677	15.493636849136998	15.679586192809117	15.080243823096009	15.436503840336588	14.936726824022307	15.528060833707903	15.920314862497888	15.582635273382317	15.287385748838224	15.451804381116247	15.596173675864998	15.823971629781877	15.102192232190927	14.936962723325065	14.610780046450719	14.626951865953984	14.482113112639189	14.37761638632025	14.429666326537092	0.0	14.50951377899264	14.45442953568214
Glycosphingolipid biosynthesis - globo series	0.0	0.0	0.0	0.0	0.0	0.0	19.511854419887428	0.0	0.0	19.453570401540098	19.62066226289459	0.0	18.836977211028056	20.621378712543944	18.908852254981	0.0	19.363612368413563	18.825388145956445	18.18950811819769	18.298981059676596	18.075096153475197	17.759729302470333	16.246380376935107	18.082139708665093	18.388189588642742	19.141377872952187	20.87646881864758	19.350229595068736	0.0	19.728746863801614	19.11092244607877	17.977612674308542	17.2685151639391	17.858952451479734	16.971589901011583	17.643784268481788	17.05066746858789	15.911090367865611	16.938547444360648	17.012656739793353	16.031461817138112	16.171959320379344	16.01914468090887	16.09649399971602	16.24110423128824	15.936049170621077	15.86428241220431	16.512064021413526	15.396531835612073	15.775856033247816	16.02091215546509	15.76269675945483	15.897611542668221	15.824585505340025	15.583182602243431	16.08341906739169	16.522619788578673	15.914798011474096	15.357516831381938	15.826819574886581	16.74361586751671	16.22544423359422	15.758008631509261	15.64987130934191	15.015815085172726	15.141259751255944	15.08981463728364	15.211186927685272	15.10256342027628	0.0	15.423894698527091	15.311886843429802
Glyoxylate and dicarboxylate metabolism	18.680856661766164	22.218065154185	20.323603286062415	20.572938771927213	0.0	21.418130454067903	18.189942898560123	20.57320697237072	18.608131722241602	20.199198731434464	18.739633560586697	19.243908413773255	18.708182253656247	18.75073383424714	19.210047960955677	18.089266126664118	18.159654296405943	18.63237067645906	17.645910548013436	17.31154306414519	18.1913890284828	17.32333648601008	16.287022081418836	16.676994838763015	18.01341521634031	18.728796843351592	19.028104774490405	19.09056861134062	18.041343274788254	17.20871690034572	17.226323493995384	16.983891820187676	16.217676952127142	16.319710829095452	15.762676081704159	15.787459012312723	16.15007367094149	14.787585205313908	15.629345072925442	15.339809627581252	15.284572924221905	15.296350824668302	15.027245529257485	15.23670744370486	15.581122689127556	14.812820207929054	14.953928994473184	15.192044298892755	15.10086357559708	14.981521029038737	15.154550655432521	15.327726732084356	14.847893742356296	15.11832431420481	14.80428112396873	15.100407288702105	16.028754906367293	15.43225985600628	15.208045615224222	15.299387493990585	15.469735986072159	15.6948420996252	14.902192089211097	14.59432327127141	14.404562064294948	14.527469363325793	14.204758887312124	14.059805737219992	14.287123275528362	0.0	14.325644638873959	14.245040237942636
Histidine metabolism	17.76958793304046	0.0	19.93253840322449	19.500073156623568	20.224603176334266	21.48914114681907	17.38898796388419	20.749897750146506	18.021034988786116	18.79021365807298	20.82782330929972	20.09071674869649	17.98495187257307	18.3344971018254	18.665274505811517	17.940485570812662	18.585239352017094	20.11139041345444	16.923893386816886	16.71550221188021	18.07789888555385	18.420074852198937	16.23657424306915	16.37020615717942	19.488681526231264	18.60497777125138	19.14441360360152	18.807669118135667	19.265893299088923	16.488100250107	17.514345884532208	16.67790854754576	16.495500211164998	16.447619646987818	15.621401544695013	15.829601438353471	15.991070187663333	14.757391539074076	15.944305094092739	15.085252523492777	15.425331384068885	15.762312041807865	15.65979085824394	15.488324931369977	15.990342286684154	15.295883794729564	15.564535463696515	15.888330696157368	15.37599846925696	15.729974808514102	15.71857271352275	16.028034344819016	15.325156845333693	15.70672712084185	15.196186542593622	15.649852590345981	16.18990462752832	15.9572623316666	15.61114183290266	15.826791097298274	15.94557895389079	16.019963628076724	15.257580225207825	15.034065227613379	14.853035524291878	14.980418464756811	14.59291860781621	14.68198946303069	14.558475195782531	0.0	14.740280686155176	14.710331310653503
Homologous recombination	0.0	0.0	0.0	0.0	0.0	0.0	17.013914426400582	0.0	18.24005170507437	0.0	0.0	0.0	19.10755260239162	18.186192680046666	18.641439958072645	17.140632289799463	19.777918492213438	0.0	17.0961378539898	17.246999220731322	18.397893149802602	17.797121736523057	16.013092546579326	16.387423453844477	0.0	0.0	18.533973736120817	19.255611061872074	18.30079501929498	16.539339905153774	17.613128890853055	16.46697792628475	18.14384462948255	17.025408342638066	16.01542802685126	16.811155470961932	16.183928480860374	15.166697557868616	16.196457269579753	15.426928522615325	16.0405298794786	16.465115998572372	15.954461114992197	16.668050222381954	16.477853223799716	16.347744542086033	15.767275147036202	16.43177879332626	16.34549287388495	16.296718330619385	16.049343347542823	16.23604597565781	15.837125297672653	15.812082080824219	15.672386181039688	15.983579385465578	17.388947916189043	16.30328298954492	16.148047676768467	16.185770123921454	16.457181564842507	16.677720170751996	15.664861705624077	15.402369289905792	15.065474584792534	15.214327452542996	14.73012118148001	14.643959184124967	14.53985370129544	0.0	14.762059858157897	14.580314190935445
Inositol phosphate metabolism	19.22000460191806	0.0	0.0	18.343682201622972	19.990928680565368	0.0	18.098674695363933	17.76327049140458	19.71925237077608	21.759124686834465	20.673153863518852	18.089801479570827	18.81861972552499	20.106646548368424	18.611386074452856	17.359987191986132	19.512823927099053	19.039258330798983	18.089527890752173	16.860534351962993	18.704542439997507	18.262331123610217	16.083377320325248	16.59969964358066	18.395067373639815	18.45029237627947	19.406583444892075	19.51765549509739	18.48872704541775	16.9706423110378	17.148391337387714	16.839966252589907	17.351919225614292	17.056427145345204	16.3147335656674	17.05579689978767	16.920111206621147	15.256049661260779	16.38620469758082	15.664707076397555	16.09122059883577	16.557246885984636	15.80141234753107	16.154562091374995	16.339598265598312	15.80921884497085	15.740452266552328	16.52149254305415	15.364392611174692	15.916468306199842	15.969012988377939	16.22318710567165	15.740468782299672	15.90540517748698	15.295689918804195	15.802016746739287	16.623491242081382	16.084137144325336	15.67949264089723	15.672543476250285	16.02888607538346	16.245796222970387	15.446650681202245	15.15906758922543	14.79877552137937	14.946014751928436	14.702347985979856	14.691485504731581	14.524735324476936	0.0	14.719258373850588	14.741837781244266
Jak-STAT signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6309092913474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.202168869821307	15.752790708850439	15.992427113307235	0.0	0.0	13.285708080040783	15.555067472016432	14.16661805085123	15.197116125388739	13.516454817412265	14.202994391062292	0.0	13.709168727975111	13.705312571856249	13.192236425921546	13.751592214218757	13.456406612674277	14.444238979474763	13.150883050521164	0.0	15.411846240074231	15.31229723734859	14.345344157422376	16.035722751999902	15.781462708745888	14.260626103547994	13.234699513523372	14.081521000548328	13.631425207945739	15.15948892540403	13.624549283579784	14.211616893494877	0.0	13.715263424696158	13.321829731854045
